1	I	0	3820
2	 P	40	766
3	 P	80	112
4	 P	120	201
5	 P	160	144
6	 P	200	1484
7	 P	240	193
8	 P	280	280
9	 P	320	216
10	 P	360	3735
11	 P	400	416
12	 P	440	612
13	 P	480	530
14	 P	520	3023
15	 P	560	784
16	 P	600	850
17	 P	640	539
18	 P	680	2223
19	 P	720	410
20	 P	760	452
21	 P	800	339
22	 P	840	2763
23	 P	880	431
24	 P	920	564
25	 P	960	460
26	 P	1000	2805
27	 P	1040	414
28	 P	1080	394
29	 P	1120	264
30	 P	1160	2563
31	 P	1200	328
32	 P	1240	440
33	 P	1280	7723
34	 P	1320	1710
35	 P	1360	337
36	 P	1400	499
37	 P	1440	371
38	 P	1480	2316
39	 P	1520	444
40	 P	1560	480
41	 P	1600	325
42	 P	1640	2624
43	 P	1680	497
44	 P	1720	591
45	 P	1760	481
46	 P	1800	2835
47	 P	1840	441
48	 P	1880	756
49	 P	1920	813
50	 P	1960	2701
51	 P	2000	719
52	 P	2040	790
53	 P	2080	492
54	 P	2120	3005
55	 P	2160	702
56	 P	2200	864
57	 P	2240	584
58	 P	2280	2559
59	 P	2320	519
60	 P	2360	728
61	 P	2400	582
62	 P	2440	2176
63	 P	2480	538
64	 P	2520	566
65	 P	2560	8970
66	 P	2600	1878
67	 P	2640	415
68	 P	2680	576
69	 P	2720	426
70	 P	2760	2407
71	 P	2800	518
72	 P	2840	800
73	 P	2880	613
74	 P	2920	2041
75	 P	2960	550
76	 P	3000	781
77	 P	3040	687
78	 P	3080	3146
79	 P	3120	708
80	 P	3160	961
81	 P	3200	779
82	 P	3240	2788
83	 P	3280	728
84	 P	3320	874
85	 P	3360	644
86	 P	3400	2911
87	 P	3440	676
88	 P	3480	788
89	 P	3520	519
90	 P	3560	2915
91	 P	3600	907
92	 P	3640	965
93	 P	3680	905
94	 P	3720	2723
95	 P	3760	984
96	 P	3800	578
97	 P	3840	7962
98	 P	3880	1118
99	 P	3920	285
100	 P	3960	314
101	 P	4000	192
102	 P	4040	1350
103	 P	4080	224
104	 P	4120	370
105	 P	4160	316
106	 P	4200	1440
107	 P	4240	302
108	 P	4280	350
109	 P	4320	324
110	 P	4360	1818
111	 P	4400	382
112	 P	4440	441
113	 P	4480	400
114	 P	4520	2135
115	 P	4560	326
116	 P	4600	369
117	 P	4640	295
118	 P	4680	2129
119	 P	4720	331
120	 P	4760	479
121	 P	4800	342
122	 P	4840	2854
123	 P	4880	490
124	 P	4920	688
125	 P	4960	538
126	 P	5000	2828
127	 P	5040	682
128	 P	5080	620
129	 P	5120	9190
130	 P	5160	2163
131	 P	5200	451
132	 P	5240	568
133	 P	5280	378
134	 P	5320	2250
135	 P	5360	420
136	 P	5400	562
137	 P	5440	485
138	 P	5480	2884
139	 P	5520	661
140	 P	5560	991
141	 P	5600	837
142	 P	5640	2866
143	 P	5680	902
144	 P	5720	1261
145	 P	5760	965
146	 P	5800	2859
147	 P	5840	786
148	 P	5880	927
149	 P	5920	629
150	 P	5960	2829
151	 P	6000	614
152	 P	6040	790
153	 P	6080	862
154	 P	6120	3870
155	 P	6160	1580
156	 P	6200	2377
157	 P	6240	1727
158	 P	6280	3231
159	 P	6320	957
160	 P	6360	379
161	 P	6400	7834
162	 P	6440	1224
163	 P	6480	229
164	 P	6520	411
165	 P	6560	279
166	 P	6600	1449
167	 P	6640	302
168	 P	6680	333
169	 P	6720	416
170	 P	6760	3296
171	 P	6800	624
172	 P	6840	1135
173	 P	6880	1051
174	 P	6920	3712
175	 P	6960	1107
176	 P	7000	1065
177	 P	7040	850
178	 P	7080	2960
179	 P	7120	797
180	 P	7160	860
181	 P	7200	623
182	 P	7240	3592
183	 P	7280	730
184	 P	7320	1158
185	 P	7360	847
186	 P	7400	3359
187	 P	7440	918
188	 P	7480	1368
189	 P	7520	1004
190	 P	7560	3030
191	 P	7600	795
192	 P	7640	713
193	 P	7680	5491
194	 P	7720	3354
195	 P	7760	627
196	 P	7800	1234
197	 P	7840	601
198	 P	7880	2524
199	 P	7920	656
200	 P	7960	840
201	 P	8000	755
202	 P	8040	2838
203	 P	8080	763
204	 P	8120	984
205	 P	8160	771
206	 P	8200	2407
207	 P	8240	684
208	 P	8280	698
209	 P	8320	548
210	 P	8360	2853
211	 P	8400	531
212	 P	8440	506
213	 P	8480	490
214	 P	8520	3298
215	 P	8560	565
216	 P	8600	601
217	 P	8640	485
218	 P	8680	3658
219	 P	8720	407
220	 P	8760	434
221	 P	8800	380
222	 P	8840	2303
223	 P	8880	294
224	 P	8920	298
225	 P	8960	9337
226	 P	9000	1019
227	 P	9040	193
228	 P	9080	252
229	 P	9120	192
230	 P	9160	2242
231	 P	9200	190
232	 P	9240	195
233	 P	9280	177
