1	I	0	1278
2	 P	40	264
3	 P	80	113
4	 P	120	99
5	 P	160	88
6	 P	200	228
7	 P	240	90
8	 P	280	83
9	 P	320	84
10	 P	360	951
11	 P	400	132
12	 P	440	151
13	 P	480	111
14	 P	520	941
15	 P	560	186
16	 P	600	145
17	 P	640	150
18	 P	680	1267
19	 P	720	256
20	 P	760	257
21	 P	800	220
22	 P	840	1265
23	 P	880	243
24	 P	920	318
25	 P	960	260
26	 P	1000	1320
27	 P	1040	308
28	 P	1080	326
29	 P	1120	282
30	 P	1160	484
31	 P	1200	303
32	 P	1240	309
33	 P	1280	3976
34	 P	1320	1984
35	 P	1360	388
36	 P	1400	449
37	 P	1440	337
38	 P	1480	769
39	 P	1520	383
40	 P	1560	387
41	 P	1600	272
42	 P	1640	854
43	 P	1680	244
44	 P	1720	291
45	 P	1760	245
46	 P	1800	1086
47	 P	1840	244
48	 P	1880	298
49	 P	1920	292
50	 P	1960	1050
51	 P	2000	287
52	 P	2040	347
53	 P	2080	259
54	 P	2120	1194
55	 P	2160	326
56	 P	2200	371
57	 P	2240	253
58	 P	2280	1211
59	 P	2320	319
60	 P	2360	327
61	 P	2400	325
62	 P	2440	515
63	 P	2480	424
64	 P	2520	390
65	 P	2560	6297
66	 P	2600	1705
67	 P	2640	344
68	 P	2680	435
69	 P	2720	393
70	 P	2760	916
71	 P	2800	405
72	 P	2840	439
73	 P	2880	312
74	 P	2920	982
75	 P	2960	283
76	 P	3000	387
77	 P	3040	279
78	 P	3080	992
79	 P	3120	267
80	 P	3160	319
81	 P	3200	251
82	 P	3240	1101
83	 P	3280	286
84	 P	3320	356
85	 P	3360	284
86	 P	3400	1155
87	 P	3440	276
88	 P	3480	405
89	 P	3520	309
90	 P	3560	1379
91	 P	3600	305
92	 P	3640	417
93	 P	3680	331
94	 P	3720	653
95	 P	3760	343
96	 P	3800	362
97	 P	3840	6599
98	 P	3880	1580
99	 P	3920	366
100	 P	3960	477
101	 P	4000	401
102	 P	4040	1103
103	 P	4080	317
104	 P	4120	385
105	 P	4160	287
106	 P	4200	1073
107	 P	4240	277
108	 P	4280	332
109	 P	4320	280
110	 P	4360	926
111	 P	4400	333
112	 P	4440	372
113	 P	4480	288
114	 P	4520	1031
115	 P	4560	302
116	 P	4600	357
117	 P	4640	336
118	 P	4680	1073
119	 P	4720	303
120	 P	4760	325
121	 P	4800	262
122	 P	4840	974
123	 P	4880	272
124	 P	4920	297
125	 P	4960	291
126	 P	5000	467
127	 P	5040	306
128	 P	5080	296
129	 P	5120	6205
130	 P	5160	1226
131	 P	5200	304
132	 P	5240	333
133	 P	5280	349
134	 P	5320	963
135	 P	5360	235
136	 P	5400	305
137	 P	5440	255
138	 P	5480	911
139	 P	5520	219
140	 P	5560	311
141	 P	5600	233
142	 P	5640	945
143	 P	5680	257
144	 P	5720	355
145	 P	5760	268
146	 P	5800	1204
147	 P	5840	283
148	 P	5880	344
149	 P	5920	247
150	 P	5960	1069
151	 P	6000	274
152	 P	6040	354
153	 P	6080	293
154	 P	6120	1057
155	 P	6160	313
156	 P	6200	402
157	 P	6240	321
158	 P	6280	453
159	 P	6320	293
160	 P	6360	361
161	 P	6400	6163
162	 P	6440	1057
163	 P	6480	229
164	 P	6520	373
165	 P	6560	341
166	 P	6600	847
167	 P	6640	285
168	 P	6680	296
169	 P	6720	253
170	 P	6760	963
171	 P	6800	269
172	 P	6840	313
173	 P	6880	258
174	 P	6920	1190
175	 P	6960	303
176	 P	7000	364
177	 P	7040	272
178	 P	7080	1014
179	 P	7120	240
180	 P	7160	335
181	 P	7200	255
182	 P	7240	941
183	 P	7280	268
184	 P	7320	368
185	 P	7360	251
186	 P	7400	1167
187	 P	7440	289
188	 P	7480	381
189	 P	7520	275
190	 P	7560	499
191	 P	7600	326
192	 P	7640	324
193	 P	7680	6473
194	 P	7720	1285
195	 P	7760	323
196	 P	7800	371
197	 P	7840	365
198	 P	7880	959
199	 P	7920	274
200	 P	7960	352
201	 P	8000	222
202	 P	8040	1060
203	 P	8080	245
204	 P	8120	313
205	 P	8160	232
206	 P	8200	1030
207	 P	8240	236
208	 P	8280	270
209	 P	8320	293
210	 P	8360	989
211	 P	8400	299
212	 P	8440	342
213	 P	8480	217
214	 P	8520	1157
215	 P	8560	283
216	 P	8600	337
217	 P	8640	253
218	 P	8680	1091
219	 P	8720	288
220	 P	8760	375
221	 P	8800	275
222	 P	8840	458
223	 P	8880	315
224	 P	8920	321
225	 P	8960	5964
226	 P	9000	1065
227	 P	9040	293
228	 P	9080	345
229	 P	9120	313
230	 P	9160	1183
231	 P	9200	309
232	 P	9240	380
233	 P	9280	274
234	 P	9320	1039
235	 P	9360	285
236	 P	9400	351
237	 P	9440	328
238	 P	9480	939
239	 P	9520	279
240	 P	9560	311
241	 P	9600	267
242	 P	9640	1068
243	 P	9680	273
244	 P	9720	318
245	 P	9760	278
246	 P	9800	1123
247	 P	9840	255
248	 P	9880	372
249	 P	9920	297
250	 P	9960	1066
251	 P	10000	299
252	 P	10040	376
253	 P	10080	228
254	 P	10120	555
255	 P	10160	320
256	 P	10200	336
257	 P	10240	5977
258	 P	10280	1238
259	 P	10320	306
260	 P	10360	397
261	 P	10400	357
262	 P	10440	917
263	 P	10480	326
264	 P	10520	351
265	 P	10560	258
266	 P	10600	988
267	 P	10640	323
268	 P	10680	427
269	 P	10720	347
270	 P	10760	985
271	 P	10800	269
272	 P	10840	392
273	 P	10880	317
274	 P	10920	956
275	 P	10960	277
276	 P	11000	375
277	 P	11040	302
278	 P	11080	1087
279	 P	11120	279
280	 P	11160	328
281	 P	11200	241
282	 P	11240	933
283	 P	11280	278
284	 P	11320	358
285	 P	11360	264
286	 P	11400	418
287	 P	11440	303
288	 P	11480	216
289	 P	11520	5940
290	 P	11560	987
291	 P	11600	255
292	 P	11640	385
293	 P	11680	343
294	 P	11720	1091
295	 P	11760	267
296	 P	11800	351
297	 P	11840	305
298	 P	11880	954
299	 P	11920	286
300	 P	11960	374
301	 P	12000	260
302	 P	12040	1147
303	 P	12080	297
304	 P	12120	340
305	 P	12160	268
306	 P	12200	1069
307	 P	12240	280
308	 P	12280	321
309	 P	12320	270
310	 P	12360	1242
311	 P	12400	241
312	 P	12440	397
313	 P	12480	276
314	 P	12520	1036
315	 P	12560	307
316	 P	12600	387
317	 P	12640	325
318	 P	12680	397
319	 P	12720	302
320	 P	12760	264
321	 P	12800	6066
322	 P	12840	1116
323	 P	12880	248
324	 P	12920	342
325	 P	12960	252
326	 P	13000	1054
327	 P	13040	249
328	 P	13080	315
329	 P	13120	253
330	 P	13160	890
331	 P	13200	286
332	 P	13240	328
333	 P	13280	217
334	 P	13320	911
335	 P	13360	259
336	 P	13400	319
337	 P	13440	252
338	 P	13480	1088
339	 P	13520	285
340	 P	13560	334
341	 P	13600	263
342	 P	13640	1026
343	 P	13680	264
344	 P	13720	300
345	 P	13760	228
346	 P	13800	1110
347	 P	13840	260
348	 P	13880	345
349	 P	13920	302
350	 P	13960	506
351	 P	14000	313
352	 P	14040	354
353	 P	14080	5843
354	 P	14120	1212
355	 P	14160	291
356	 P	14200	303
357	 P	14240	277
358	 P	14280	1007
359	 P	14320	305
360	 P	14360	286
361	 P	14400	246
